SR_NO,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
211,DRK12,9.5,Low Fat,0.041878397,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16
212,DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446
213,FDL58,5.78,Regular,0,Snack Foods,263.7568,OUT017,2007,Medium,Tier 2,Supermarket Type1,2636.568
214,NCD30,19.7,Low Fat,0.026903714,Household,96.0726,OUT045,2002,Medium,Tier 2,Supermarket Type1,1272.3438
215,NCZ54,14.65,Low Fat,0,Household,161.5552,OUT010,1998,Medium,Tier 3,Grocery Store,324.9104
216,FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Medium,Tier 3,Grocery Store,131.1626
217,FDR44,6.11,Regular,0,Fruits and Vegetables,131.2968,OUT010,1998,Medium,Tier 3,Grocery Store,260.9936
218,FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,1998,Medium,Tier 3,Grocery Store,260.9936
219,FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294
220,FDA39,6.32,Low Fat,0,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838
221,FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026
222,FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.8224
223,FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542
224,FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,2007,Medium,Tier 2,Supermarket Type1,3552.7088
225,DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867
226,NCO07,12.85764518,Low Fat,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.056
227,FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152
228,DRF27,12.85764518,Low Fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134
229,FDS49,9,Low Fat,0,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524
230,FDX25,12.85764518,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964
231,NCX42,12.85764518,Low Fat,0.005949644,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254
232,FDG33,12.85764518,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528
233,FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,Medium,Tier 2,Supermarket Type1,1133.8574
234,FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278
235,NCD06,13,Low Fat,0.099325278,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878
236,DRM47,12.85764518,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152
237,FDS46,12.85764518,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782
238,FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
239,FDX21,12.85764518,Low Fat,0.084554569,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328
240,NCU05,12.85764518,Low Fat,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854
241,NCR38,17.25,Low Fat,0.113748685,Household,251.3724,OUT045,2002,Medium,Tier 2,Supermarket Type1,6795.1548
242,NCR18,15.85,Low Fat,0.020603511,Household,42.7112,OUT017,2007,Medium,Tier 2,Supermarket Type1,639.168
243,NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382
244,FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,2007,Medium,Tier 2,Supermarket Type1,7222.5984
245,DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352
246,FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112
247,FDY25,12,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544
248,FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312
249,FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969
250,FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,OUT017,2007,Medium,Tier 2,Supermarket Type1,5259.82
251,DRF15,12.85764518,Low Fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268
252,FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176
253,FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012
254,FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556
255,FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,Medium,Tier 2,Supermarket Type1,3779.0808
256,FDQ04,12.85764518,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796
257,FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,2007,Medium,Tier 2,Supermarket Type1,259.662
258,NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,193.082
259,FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,Medium,Tier 2,Supermarket Type1,1687.803
260,FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,2007,Medium,Tier 2,Supermarket Type1,4655.9394
261,FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888
262,DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154
263,FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,2007,Medium,Tier 2,Supermarket Type1,1225.072
264,FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,Medium,Tier 2,Supermarket Type1,5359.69
265,FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,Medium,Tier 2,Supermarket Type1,1764.37
266,NCR54,16.35,Low Fat,0.090486828,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343
267,FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896
268,FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925
269,FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,2007,Medium,Tier 2,Supermarket Type1,308.9312
270,FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724
271,FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141
272,FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752
273,FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
274,FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448
275,FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224
276,FDH19,12.85764518,Low Fat,0.03292824,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996
277,FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652
278,FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,Medium,Tier 2,Supermarket Type1,450.0808
279,FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,OUT010,1998,Medium,Tier 3,Grocery Store,500.6816
280,FDZ10,12.85764518,Low Fat,0.044248175,Snack Foods,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558
281,FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748
282,NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752
283,NCF07,12.85764518,Low Fat,0.031867464,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336
284,DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,OUT017,2007,Medium,Tier 2,Supermarket Type1,2277.036
285,FDJ08,12.85764518,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538
286,FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049
287,FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,Medium,Tier 3,Grocery Store,296.9468
288,NCD06,13,Low Fat,0.099729888,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272
289,FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43
290,NCT54,8.695,Low Fat,0.119721451,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222
291,DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,2002,Medium,Tier 2,Supermarket Type1,569.259
292,FDM25,12.85764518,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664
293,FDF20,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,OUT045,2002,Medium,Tier 2,Supermarket Type1,1379.5376
294,FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
295,FDV60,12.85764518,Regular,0.11679292,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508
296,FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462
297,FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408
298,NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154
299,FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,2007,Medium,Tier 2,Supermarket Type1,942.7728
300,FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216
301,FDV13,12.85764518,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672
302,FDV20,12.85764518,Regular,0.104704537,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356
303,NCQ54,17.7,Low Fat,0.012540003,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659
304,FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232
305,DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224.972,OUT045,2002,Medium,Tier 2,Supermarket Type1,7696.648
306,DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,Medium,Tier 2,Supermarket Type1,2775.7202
307,FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,Medium,Tier 2,Supermarket Type1,5317.0788
308,FDR04,7.075,Low Fat,0,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612
309,FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796
310,FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454
311,FDD40,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
312,FDA01,15,Regular,0.054378253,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136
313,FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878
314,FDM50,12.85764518,Regular,0.029943463,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
315,FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232
316,FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.5834,OUT045,2002,Medium,Tier 2,Supermarket Type1,1267.0174
317,FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.0076,OUT045,2002,Medium,Tier 2,Supermarket Type1,886.8456
318,FDC08,19,Regular,0.173154079,Fruits and Vegetables,228.272,OUT010,1998,Medium,Tier 3,Grocery Store,452.744
319,FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,2002,Medium,Tier 2,Supermarket Type1,3877.6192
320,FDY31,12.85764518,Low Fat,0.043351896,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254
321,DRQ35,12.85764518,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072
322,FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888
323,DRD13,15,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,2007,Medium,Tier 2,Supermarket Type1,958.752
324,FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.1204
325,FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038
326,NCK19,9.8,Low Fat,0.151420934,Others,194.3478,OUT010,1998,Medium,Tier 3,Grocery Store,387.4956
327,FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052
328,FDZ35,9.6,Regular,0.022323658,Breads,101.299,OUT045,2002,Medium,Tier 2,Supermarket Type1,1754.383
329,NCW17,12.85764518,Low Fat,0.019292355,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844
330,FDV59,13.35,Low Fat,0.048124443,Breads,216.7166,OUT045,2002,Medium,Tier 2,Supermarket Type1,3918.8988
331,DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268
332,FDN60,12.85764518,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308
333,FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,OUT045,2002,Medium,Tier 2,Supermarket Type1,4425.5726
334,FDN58,12.85764518,Regular,0.056596985,Snack Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936
335,FDC41,12.85764518,Low Fat,0.2047,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701
336,FDO01,12.85764518,Regular,0.020618324,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904
337,NCO43,5.5,Low Fat,0.04709821,Others,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528
338,FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,2002,Medium,Tier 2,Supermarket Type1,6410.3224
339,FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,2007,Medium,Tier 2,Supermarket Type1,1992.0736
340,FDM01,7.895,Regular,0.095102092,Breakfast,104.4332,OUT017,2007,Medium,Tier 2,Supermarket Type1,2870.9296
341,FDY49,12.85764518,Regular,0.011953902,Canned,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0128
342,FDR24,17.35,Regular,0.062799379,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,539.298
343,NCY18,7.285,Low Fat,0.031125709,Household,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635
344,NCY30,20.25,Low Fat,0.026005891,Household,180.9976,OUT045,2002,Medium,Tier 2,Supermarket Type1,2716.464
345,FDJ22,12.85764518,Low Fat,0.09246392,Snack Foods,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,383.5008
346,DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848
347,FDL27,6.17,Low Fat,0.010647477,Meat,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.478
348,NCO30,19.5,Low Fat,0.015749341,Household,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944
349,NCB07,19.2,Low Fat,0.077628053,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.576
350,FDX25,16.7,Low Fat,0,Canned,181.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.0088
351,FDP59,20.85,Regular,0.056695731,Breads,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
352,FDR59,14.5,Regular,0.063993068,Breads,260.4594,OUT045,2002,Medium,Tier 2,Supermarket Type1,5494.8474
353,FDT27,11.395,Regular,0.069529262,Meat,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016
354,DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633
355,FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988
356,FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384
357,FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816
358,FDN39,12.85764518,Regular,0.065203103,Meat,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448
359,FDH40,11.6,Regular,0.078929571,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864
360,FDJ56,12.85764518,Low Fat,0.182514881,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49
361,DRN47,12.1,Low Fat,0.016895293,Hard Drinks,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
362,NCO17,10,Low Fat,0.073379745,Health and Hygiene,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.412
363,FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.896,OUT045,2002,Medium,Tier 2,Supermarket Type1,878.856
364,FDT22,10.395,Low Fat,0.112271498,Snack Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.142
365,FDX26,12.85764518,Low Fat,0.153741385,Dairy,182.6292,OUT019,1985,Small,Tier 1,Grocery Store,182.4292
366,FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,OUT013,1987,High,Tier 3,Supermarket Type1,3610.6334
367,FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292
368,FDS15,9.195,Regular,0.078502143,Meat,108.7596,OUT017,2007,Medium,Tier 2,Supermarket Type1,2588.6304
369,FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.3256
370,FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,OUT017,2007,Medium,Tier 2,Supermarket Type1,1230.3984
371,FDZ07,12.85764518,Regular,0,Fruits and Vegetables,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432
372,NCW53,12.85764518,Low Fat,0.053392944,Health and Hygiene,193.8162,OUT019,1985,Small,Tier 1,Grocery Store,384.8324
373,NCA54,16.5,Low Fat,0.036715907,Household,180.0318,OUT045,2002,Medium,Tier 2,Supermarket Type1,3969.4996
374,FDX09,9,Low Fat,0.065236932,Snack Foods,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.228
375,FDO51,6.785,Regular,0.041947547,Meat,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128
376,FDW49,19.5,Low Fat,0.082888496,Canned,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7014
377,FDB27,7.575,Low Fat,0.055390121,Dairy,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.2272
378,FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76
379,FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014
380,FDY28,7.47,Regular,0,Frozen Foods,214.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436
381,FDX31,12.85764518,Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0034
382,FDR43,12.85764518,Low Fat,0.160707489,Fruits and Vegetables,38.019,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.284
383,FDP51,13.85,Regular,0.085622362,Meat,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.7356
384,FDL52,6.635,Regular,0.046350909,Frozen Foods,37.4506,OUT017,2007,Medium,Tier 2,Supermarket Type1,1176.4686
385,FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136
386,FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386
387,FDC50,15.85,Low Fat,0,Canned,96.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.7222
388,FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.1248,OUT010,1998,Medium,Tier 3,Grocery Store,474.0496
389,FDP22,12.85764518,Regular,0,Snack Foods,52.6666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324
390,DRE49,20.75,Low Fat,0.021250002,Soft Drinks,150.5024,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.6408
391,FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.6772
392,FDY32,7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,OUT045,2002,Medium,Tier 2,Supermarket Type1,3914.904
393,FDW07,18,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626
394,FDU02,12.85764518,Low Fat,0.179484411,Dairy,228.9352,OUT019,1985,Small,Tier 1,Grocery Store,916.1408
395,NCF18,18.35,Low Fat,0.089163056,Household,191.3504,OUT045,2002,Medium,Tier 2,Supermarket Type1,3259.7568
396,FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816
397,FDN58,13.8,Regular,0.056960814,Snack Foods,230.0984,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.1744
398,FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.1546
399,FDY34,10.5,Regular,0.011026594,Snack Foods,166.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.5472
400,NCE19,8.97,Low Fat,0.093203257,Household,52.7956,OUT045,2002,Medium,Tier 2,Supermarket Type1,1037.3164
401,NCK31,12.85764518,Low Fat,0.026916794,Others,50.9666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324
402,NCJ29,10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,OUT045,2002,Medium,Tier 2,Supermarket Type1,426.112
403,FDT59,13.65,Low Fat,0.015908424,Breads,231.1668,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.004
404,NCX41,19,Low Fat,0.017719277,Health and Hygiene,211.0244,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.0392
405,FDU45,12.85764518,Regular,0.035334201,Snack Foods,115.3518,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277.036
406,FDW24,12.85764518,Low Fat,0.065652494,Baking Goods,48.9034,OUT019,1985,Small,Tier 1,Grocery Store,48.6034
407,FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.4886
408,FDM60,10.8,Regular,0.048143292,Baking Goods,40.2138,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4346
409,FDR02,16.7,Low Fat,0.022047313,Dairy,110.2886,OUT013,1987,High,Tier 3,Supermarket Type1,1890.2062
410,DRP35,12.85764518,Low Fat,0.090427268,Hard Drinks,126.2336,OUT027,1985,Medium,Tier 3,Supermarket Type3,3195.84
411,FDS48,15.15,Low Fat,0.027779254,Baking Goods,150.1708,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.708
412,NCZ42,10.5,Low Fat,0,Household,238.3248,OUT010,1998,Medium,Tier 3,Grocery Store,711.0744
413,FDZ38,17.6,Low Fat,0.008033611,Dairy,174.2422,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311.055
